,Pair,Steps,GCD
994,"[10, 95]",2,5
995,"[10, 96]",4,2
996,"[10, 97]",4,1
997,"[10, 98]",3,2
998,"[10, 99]",3,1
999,"[10, 100]",1,10
1000,"[11, 1]",1,1
1001,"[11, 2]",2,1
1002,"[11, 3]",3,1
1003,"[11, 4]",3,1
1004,"[11, 5]",2,1
1005,"[11, 6]",3,1
1006,"[11, 7]",4,1
1007,"[11, 8]",4,1
1008,"[11, 9]",3,1
1009,"[11, 10]",2,1
1010,"[11, 11]",1,11
1011,"[11, 12]",2,1
1012,"[11, 13]",3,1
1013,"[11, 14]",4,1
1014,"[11, 15]",4,1
1015,"[11, 16]",3,1
1016,"[11, 17]",4,1
1017,"[11, 18]",5,1
1018,"[11, 19]",5,1
1019,"[11, 20]",4,1
1020,"[11, 21]",3,1
1021,"[11, 22]",1,11
1022,"[11, 23]",2,1
1023,"[11, 24]",3,1
1024,"[11, 25]",4,1
1025,"[11, 26]",4,1
1026,"[11, 27]",3,1
1027,"[11, 28]",4,1
1028,"[11, 29]",5,1
1029,"[11, 30]",5,1
1030,"[11, 31]",4,1
1031,"[11, 32]",3,1
1032,"[11, 33]",1,11
1033,"[11, 34]",2,1
1034,"[11, 35]",3,1
1035,"[11, 36]",4,1
1036,"[11, 37]",4,1
1037,"[11, 38]",3,1
1038,"[11, 39]",4,1
1039,"[11, 40]",5,1
1040,"[11, 41]",5,1
1041,"[11, 42]",4,1
1042,"[11, 43]",3,1
1043,"[11, 44]",1,11
1044,"[11, 45]",2,1
1045,"[11, 46]",3,1
1046,"[11, 47]",4,1
1047,"[11, 48]",4,1
1048,"[11, 49]",3,1
1049,"[11, 50]",4,1
1050,"[11, 51]",5,1
1051,"[11, 52]",5,1
1052,"[11, 53]",4,1
1053,"[11, 54]",3,1
1054,"[11, 55]",1,11
1055,"[11, 56]",2,1
1056,"[11, 57]",3,1
1057,"[11, 58]",4,1
1058,"[11, 59]",4,1
1059,"[11, 60]",3,1
1060,"[11, 61]",4,1
1061,"[11, 62]",5,1
1062,"[11, 63]",5,1
1063,"[11, 64]",4,1
1064,"[11, 65]",3,1
1065,"[11, 66]",1,11
1066,"[11, 67]",2,1
1067,"[11, 68]",3,1
1068,"[11, 69]",4,1
1069,"[11, 70]",4,1
1070,"[11, 71]",3,1
1071,"[11, 72]",4,1
1072,"[11, 73]",5,1
1073,"[11, 74]",5,1
1074,"[11, 75]",4,1
1075,"[11, 76]",3,1
1076,"[11, 77]",1,11
1077,"[11, 78]",2,1
1078,"[11, 79]",3,1
1079,"[11, 80]",4,1
1080,"[11, 81]",4,1
1081,"[11, 82]",3,1
1082,"[11, 83]",4,1
1083,"[11, 84]",5,1
1084,"[11, 85]",5,1
1085,"[11, 86]",4,1
1086,"[11, 87]",3,1
1087,"[11, 88]",1,11
1088,"[11, 89]",2,1
1089,"[11, 90]",3,1
1090,"[11, 91]",4,1
1091,"[11, 92]",4,1
1092,"[11, 93]",3,1
1093,"[11, 94]",4,1
1094,"[11, 95]",5,1
1095,"[11, 96]",5,1
1096,"[11, 97]",4,1
1097,"[11, 98]",3,1
1098,"[11, 99]",1,11
1099,"[11, 100]",2,1
1100,"[12, 1]",1,1
1101,"[12, 2]",1,2
1102,"[12, 3]",1,3
1103,"[12, 4]",1,4
1104,"[12, 5]",3,1
1105,"[12, 6]",1,6
1106,"[12, 7]",4,1
1107,"[12, 8]",2,4
1108,"[12, 9]",2,3
1109,"[12, 10]",2,2
1110,"[12, 11]",2,1
1111,"[12, 12]",1,12
1112,"[12, 13]",2,1
1113,"[12, 14]",2,2
1114,"[12, 15]",2,3
1115,"[12, 16]",2,4
1116,"[12, 17]",4,1
1117,"[12, 18]",2,6
1118,"[12, 19]",5,1
1119,"[12, 20]",3,4
1120,"[12, 21]",3,3
1121,"[12, 22]",3,2
1122,"[12, 23]",3,1
1123,"[12, 24]",1,12
1124,"[12, 25]",2,1
1125,"[12, 26]",2,2
1126,"[12, 27]",2,3
1127,"[12, 28]",2,4
1128,"[12, 29]",4,1
1129,"[12, 30]",2,6
1130,"[12, 31]",5,1
1131,"[12, 32]",3,4
1132,"[12, 33]",3,3
1133,"[12, 34]",3,2
1134,"[12, 35]",3,1
1135,"[12, 36]",1,12
1136,"[12, 37]",2,1
1137,"[12, 38]",2,2
1138,"[12, 39]",2,3
1139,"[12, 40]",2,4
1140,"[12, 41]",4,1
1141,"[12, 42]",2,6
1142,"[12, 43]",5,1
1143,"[12, 44]",3,4
1144,"[12, 45]",3,3
1145,"[12, 46]",3,2
1146,"[12, 47]",3,1
1147,"[12, 48]",1,12
1148,"[12, 49]",2,1
1149,"[12, 50]",2,2
1150,"[12, 51]",2,3
1151,"[12, 52]",2,4
1152,"[12, 53]",4,1
1153,"[12, 54]",2,6
1154,"[12, 55]",5,1
1155,"[12, 56]",3,4
1156,"[12, 57]",3,3
1157,"[12, 58]",3,2
1158,"[12, 59]",3,1
1159,"[12, 60]",1,12
1160,"[12, 61]",2,1
1161,"[12, 62]",2,2
1162,"[12, 63]",2,3
1163,"[12, 64]",2,4
1164,"[12, 65]",4,1
1165,"[12, 66]",2,6
1166,"[12, 67]",5,1
1167,"[12, 68]",3,4
1168,"[12, 69]",3,3
1169,"[12, 70]",3,2
1170,"[12, 71]",3,1
1171,"[12, 72]",1,12
1172,"[12, 73]",2,1
1173,"[12, 74]",2,2
1174,"[12, 75]",2,3
1175,"[12, 76]",2,4
1176,"[12, 77]",4,1
1177,"[12, 78]",2,6
1178,"[12, 79]",5,1
1179,"[12, 80]",3,4
1180,"[12, 81]",3,3
1181,"[12, 82]",3,2
1182,"[12, 83]",3,1
1183,"[12, 84]",1,12
1184,"[12, 85]",2,1
1185,"[12, 86]",2,2
1186,"[12, 87]",2,3
1187,"[12, 88]",2,4
1188,"[12, 89]",4,1
1189,"[12, 90]",2,6
1190,"[12, 91]",5,1
1191,"[12, 92]",3,4
1192,"[12, 93]",3,3
1193,"[12, 94]",3,2
1194,"[12, 95]",3,1
1195,"[12, 96]",1,12
1196,"[12, 97]",2,1
1197,"[12, 98]",2,2
1198,"[12, 99]",2,3
1199,"[12, 100]",2,4
1200,"[13, 1]",1,1
1201,"[13, 2]",2,1
1202,"[13, 3]",2,1
1203,"[13, 4]",2,1
1204,"[13, 5]",4,1
1205,"[13, 6]",2,1
1206,"[13, 7]",3,1
1207,"[13, 8]",5,1
1208,"[13, 9]",3,1
1209,"[13, 10]",3,1
1210,"[13, 11]",3,1
1211,"[13, 12]",2,1
1212,"[13, 13]",1,13
1213,"[13, 14]",2,1
1214,"[13, 15]",3,1
1215,"[13, 16]",3,1
1216,"[13, 17]",3,1
1217,"[13, 18]",5,1
1218,"[13, 19]",3,1
1219,"[13, 20]",4,1
1220,"[13, 21]",6,1
1221,"[13, 22]",4,1
1222,"[13, 23]",4,1
1223,"[13, 24]",4,1
1224,"[13, 25]",3,1
1225,"[13, 26]",1,13
1226,"[13, 27]",2,1
1227,"[13, 28]",3,1
1228,"[13, 29]",3,1
1229,"[13, 30]",3,1
1230,"[13, 31]",5,1
1231,"[13, 32]",3,1
1232,"[13, 33]",4,1
1233,"[13, 34]",6,1
1234,"[13, 35]",4,1
1235,"[13, 36]",4,1
1236,"[13, 37]",4,1
1237,"[13, 38]",3,1
1238,"[13, 39]",1,13
1239,"[13, 40]",2,1
1240,"[13, 41]",3,1
1241,"[13, 42]",3,1
1242,"[13, 43]",3,1
1243,"[13, 44]",5,1
1244,"[13, 45]",3,1
1245,"[13, 46]",4,1
1246,"[13, 47]",6,1
1247,"[13, 48]",4,1
1248,"[13, 49]",4,1
1249,"[13, 50]",4,1
1250,"[13, 51]",3,1
1251,"[13, 52]",1,13
1252,"[13, 53]",2,1
1253,"[13, 54]",3,1
1254,"[13, 55]",3,1
1255,"[13, 56]",3,1
1256,"[13, 57]",5,1
1257,"[13, 58]",3,1
1258,"[13, 59]",4,1
1259,"[13, 60]",6,1
1260,"[13, 61]",4,1
1261,"[13, 62]",4,1
1262,"[13, 63]",4,1
1263,"[13, 64]",3,1
1264,"[13, 65]",1,13
1265,"[13, 66]",2,1
1266,"[13, 67]",3,1
1267,"[13, 68]",3,1
1268,"[13, 69]",3,1
1269,"[13, 70]",5,1
1270,"[13, 71]",3,1
1271,"[13, 72]",4,1
1272,"[13, 73]",6,1
1273,"[13, 74]",4,1
1274,"[13, 75]",4,1
1275,"[13, 76]",4,1
1276,"[13, 77]",3,1
1277,"[13, 78]",1,13
1278,"[13, 79]",2,1
1279,"[13, 80]",3,1
1280,"[13, 81]",3,1
1281,"[13, 82]",3,1
1282,"[13, 83]",5,1
1283,"[13, 84]",3,1
1284,"[13, 85]",4,1
1285,"[13, 86]",6,1
1286,"[13, 87]",4,1
1287,"[13, 88]",4,1
1288,"[13, 89]",4,1
1289,"[13, 90]",3,1
1290,"[13, 91]",1,13
1291,"[13, 92]",2,1
1292,"[13, 93]",3,1
1293,"[13, 94]",3,1
1294,"[13, 95]",3,1
1295,"[13, 96]",5,1
1296,"[13, 97]",3,1
1297,"[13, 98]",4,1
1298,"[13, 99]",6,1
1299,"[13, 100]",4,1
1300,"[14, 1]",1,1
1301,"[14, 2]",1,2
1302,"[14, 3]",3,1
1303,"[14, 4]",2,2
1304,"[14, 5]",3,1
1305,"[14, 6]",2,2
1306,"[14, 7]",1,7
1307,"[14, 8]",3,2
1308,"[14, 9]",4,1
1309,"[14, 10]",3,2
1310,"[14, 11]",4,1
1311,"[14, 12]",2,2
1312,"[14, 13]",2,1
1313,"[14, 14]",1,14
1314,"[14, 15]",2,1
1315,"[14, 16]",2,2
1316,"[14, 17]",4,1
1317,"[14, 18]",3,2
1318,"[14, 19]",4,1
1319,"[14, 20]",3,2
1320,"[14, 21]",2,7
1321,"[14, 22]",4,2
1322,"[14, 23]",5,1
1323,"[14, 24]",4,2
1324,"[14, 25]",5,1
1325,"[14, 26]",3,2
1326,"[14, 27]",3,1
1327,"[14, 28]",1,14
1328,"[14, 29]",2,1
1329,"[14, 30]",2,2
1330,"[14, 31]",4,1
1331,"[14, 32]",3,2
1332,"[14, 33]",4,1
1333,"[14, 34]",3,2
1334,"[14, 35]",2,7
1335,"[14, 36]",4,2
1336,"[14, 37]",5,1
1337,"[14, 38]",4,2
1338,"[14, 39]",5,1
1339,"[14, 40]",3,2
1340,"[14, 41]",3,1
1341,"[14, 42]",1,14
1342,"[14, 43]",2,1
1343,"[14, 44]",2,2
1344,"[14, 45]",4,1
1345,"[14, 46]",3,2
1346,"[14, 47]",4,1
1347,"[14, 48]",3,2
1348,"[14, 49]",2,7
1349,"[14, 50]",4,2
1350,"[14, 51]",5,1
1351,"[14, 52]",4,2
1352,"[14, 53]",5,1
1353,"[14, 54]",3,2
1354,"[14, 55]",3,1
1355,"[14, 56]",1,14
1356,"[14, 57]",2,1
1357,"[14, 58]",2,2
1358,"[14, 59]",4,1
1359,"[14, 60]",3,2
1360,"[14, 61]",4,1
1361,"[14, 62]",3,2
1362,"[14, 63]",2,7
1363,"[14, 64]",4,2
1364,"[14, 65]",5,1
1365,"[14, 66]",4,2
1366,"[14, 67]",5,1
1367,"[14, 68]",3,2
1368,"[14, 69]",3,1
1369,"[14, 70]",1,14
1370,"[14, 71]",2,1
1371,"[14, 72]",2,2
1372,"[14, 73]",4,1
1373,"[14, 74]",3,2
1374,"[14, 75]",4,1
1375,"[14, 76]",3,2
1376,"[14, 77]",2,7
1377,"[14, 78]",4,2
1378,"[14, 79]",5,1
1379,"[14, 80]",4,2
1380,"[14, 81]",5,1
1381,"[14, 82]",3,2
1382,"[14, 83]",3,1
1383,"[14, 84]",1,14
1384,"[14, 85]",2,1
1385,"[14, 86]",2,2
1386,"[14, 87]",4,1
1387,"[14, 88]",3,2
1388,"[14, 89]",4,1
1389,"[14, 90]",3,2
1390,"[14, 91]",2,7
1391,"[14, 92]",4,2
1392,"[14, 93]",5,1
1393,"[14, 94]",4,2
1394,"[14, 95]",5,1
1395,"[14, 96]",3,2
1396,"[14, 97]",3,1
1397,"[14, 98]",1,14
1398,"[14, 99]",2,1
1399,"[14, 100]",2,2
1400,"[15, 1]",1,1
1401,"[15, 2]",2,1
1402,"[15, 3]",1,3
1403,"[15, 4]",3,1
1404,"[15, 5]",1,5
1405,"[15, 6]",2,3
1406,"[15, 7]",2,1
1407,"[15, 8]",3,1
1408,"[15, 9]",3,3
1409,"[15, 10]",2,5
1410,"[15, 11]",4,1
1411,"[15, 12]",2,3
1412,"[15, 13]",3,1
1413,"[15, 14]",2,1
1414,"[15, 15]",1,15
1415,"[15, 16]",2,1
1416,"[15, 17]",3,1
1417,"[15, 18]",2,3
1418,"[15, 19]",4,1
1419,"[15, 20]",2,5
1420,"[15, 21]",3,3
1421,"[15, 22]",3,1
1422,"[15, 23]",4,1
1423,"[15, 24]",4,3
1424,"[15, 25]",3,5
1425,"[15, 26]",5,1
1426,"[15, 27]",3,3
1427,"[15, 28]",4,1
1428,"[15, 29]",3,1
1429,"[15, 30]",1,15
1430,"[15, 31]",2,1
1431,"[15, 32]",3,1
1432,"[15, 33]",2,3
1433,"[15, 34]",4,1
1434,"[15, 35]",2,5
1435,"[15, 36]",3,3
1436,"[15, 37]",3,1
1437,"[15, 38]",4,1
1438,"[15, 39]",4,3
1439,"[15, 40]",3,5
1440,"[15, 41]",5,1
1441,"[15, 42]",3,3
1442,"[15, 43]",4,1
1443,"[15, 44]",3,1
1444,"[15, 45]",1,15
1445,"[15, 46]",2,1
1446,"[15, 47]",3,1
1447,"[15, 48]",2,3
1448,"[15, 49]",4,1
1449,"[15, 50]",2,5
1450,"[15, 51]",3,3
1451,"[15, 52]",3,1
1452,"[15, 53]",4,1
1453,"[15, 54]",4,3
1454,"[15, 55]",3,5
1455,"[15, 56]",5,1
1456,"[15, 57]",3,3
1457,"[15, 58]",4,1
1458,"[15, 59]",3,1
1459,"[15, 60]",1,15
1460,"[15, 61]",2,1
1461,"[15, 62]",3,1
1462,"[15, 63]",2,3
1463,"[15, 64]",4,1
1464,"[15, 65]",2,5
1465,"[15, 66]",3,3
1466,"[15, 67]",3,1
1467,"[15, 68]",4,1
1468,"[15, 69]",4,3
1469,"[15, 70]",3,5
1470,"[15, 71]",5,1
1471,"[15, 72]",3,3
1472,"[15, 73]",4,1
1473,"[15, 74]",3,1
1474,"[15, 75]",1,15
1475,"[15, 76]",2,1
1476,"[15, 77]",3,1
1477,"[15, 78]",2,3
1478,"[15, 79]",4,1
1479,"[15, 80]",2,5
1480,"[15, 81]",3,3
1481,"[15, 82]",3,1
1482,"[15, 83]",4,1
1483,"[15, 84]",4,3
1484,"[15, 85]",3,5
1485,"[15, 86]",5,1
1486,"[15, 87]",3,3
1487,"[15, 88]",4,1
1488,"[15, 89]",3,1
1489,"[15, 90]",1,15
1490,"[15, 91]",2,1
1491,"[15, 92]",3,1
1492,"[15, 93]",2,3
1493,"[15, 94]",4,1
1494,"[15, 95]",2,5
1495,"[15, 96]",3,3
1496,"[15, 97]",3,1
1497,"[15, 98]",4,1
1498,"[15, 99]",4,3
1499,"[15, 100]",3,5
1500,"[16, 1]",1,1
1501,"[16, 2]",1,2
1502,"[16, 3]",2,1
1503,"[16, 4]",1,4
1504,"[16, 5]",2,1
1505,"[16, 6]",3,2
1506,"[16, 7]",3,1
1507,"[16, 8]",1,8
1508,"[16, 9]",4,1
1509,"[16, 10]",4,2
1510,"[16, 11]",3,1
1511,"[16, 12]",2,4
1512,"[16, 13]",3,1
1513,"[16, 14]",2,2
1514,"[16, 15]",2,1
1515,"[16, 16]",1,16
1516,"[16, 17]",2,1
1517,"[16, 18]",2,2
1518,"[16, 19]",3,1
1519,"[16, 20]",2,4
1520,"[16, 21]",3,1
1521,"[16, 22]",4,2
1522,"[16, 23]",4,1
1523,"[16, 24]",2,8
1524,"[16, 25]",5,1
1525,"[16, 26]",5,2
1526,"[16, 27]",4,1
1527,"[16, 28]",3,4
1528,"[16, 29]",4,1
1529,"[16, 30]",3,2
1530,"[16, 31]",3,1
1531,"[16, 32]",1,16
1532,"[16, 33]",2,1
1533,"[16, 34]",2,2
1534,"[16, 35]",3,1
1535,"[16, 36]",2,4
1536,"[16, 37]",3,1
1537,"[16, 38]",4,2
1538,"[16, 39]",4,1
1539,"[16, 40]",2,8
1540,"[16, 41]",5,1
1541,"[16, 42]",5,2
1542,"[16, 43]",4,1
1543,"[16, 44]",3,4
1544,"[16, 45]",4,1
1545,"[16, 46]",3,2
1546,"[16, 47]",3,1
1547,"[16, 48]",1,16
1548,"[16, 49]",2,1
1549,"[16, 50]",2,2
1550,"[16, 51]",3,1
1551,"[16, 52]",2,4
1552,"[16, 53]",3,1
1553,"[16, 54]",4,2
1554,"[16, 55]",4,1
1555,"[16, 56]",2,8
1556,"[16, 57]",5,1
1557,"[16, 58]",5,2
1558,"[16, 59]",4,1
1559,"[16, 60]",3,4
1560,"[16, 61]",4,1
1561,"[16, 62]",3,2
1562,"[16, 63]",3,1
1563,"[16, 64]",1,16
1564,"[16, 65]",2,1
1565,"[16, 66]",2,2
1566,"[16, 67]",3,1
1567,"[16, 68]",2,4
1568,"[16, 69]",3,1
1569,"[16, 70]",4,2
1570,"[16, 71]",4,1
1571,"[16, 72]",2,8
1572,"[16, 73]",5,1
1573,"[16, 74]",5,2
1574,"[16, 75]",4,1
1575,"[16, 76]",3,4
1576,"[16, 77]",4,1
1577,"[16, 78]",3,2
1578,"[16, 79]",3,1
1579,"[16, 80]",1,16
1580,"[16, 81]",2,1
1581,"[16, 82]",2,2
1582,"[16, 83]",3,1
1583,"[16, 84]",2,4
1584,"[16, 85]",3,1
1585,"[16, 86]",4,2
1586,"[16, 87]",4,1
1587,"[16, 88]",2,8
1588,"[16, 89]",5,1
1589,"[16, 90]",5,2
1590,"[16, 91]",4,1
1591,"[16, 92]",3,4
1592,"[16, 93]",4,1
1593,"[16, 94]",3,2
1594,"[16, 95]",3,1
1595,"[16, 96]",1,16
1596,"[16, 97]",2,1
1597,"[16, 98]",2,2
1598,"[16, 99]",3,1
1599,"[16, 100]",2,4
1600,"[17, 1]",1,1
1601,"[17, 2]",2,1
1602,"[17, 3]",3,1
1603,"[17, 4]",2,1
1604,"[17, 5]",3,1
1605,"[17, 6]",3,1
1606,"[17, 7]",3,1
1607,"[17, 8]",2,1
1608,"[17, 9]",3,1
1609,"[17, 10]",4,1
1610,"[17, 11]",4,1
1611,"[17, 12]",4,1
1612,"[17, 13]",3,1
1613,"[17, 14]",4,1
1614,"[17, 15]",3,1
1615,"[17, 16]",2,1
1616,"[17, 17]",1,17
1617,"[17, 18]",2,1
1618,"[17, 19]",3,1
1619,"[17, 20]",4,1
1620,"[17, 21]",3,1
1621,"[17, 22]",4,1
1622,"[17, 23]",4,1
1623,"[17, 24]",4,1
1624,"[17, 25]",3,1
1625,"[17, 26]",4,1
1626,"[17, 27]",5,1
1627,"[17, 28]",5,1
1628,"[17, 29]",5,1
1629,"[17, 30]",4,1
1630,"[17, 31]",5,1
1631,"[17, 32]",4,1
1632,"[17, 33]",3,1
1633,"[17, 34]",1,17
1634,"[17, 35]",2,1
1635,"[17, 36]",3,1
1636,"[17, 37]",4,1
1637,"[17, 38]",3,1
1638,"[17, 39]",4,1
1639,"[17, 40]",4,1
1640,"[17, 41]",4,1
1641,"[17, 42]",3,1
1642,"[17, 43]",4,1
1643,"[17, 44]",5,1
1644,"[17, 45]",5,1
1645,"[17, 46]",5,1
1646,"[17, 47]",4,1
1647,"[17, 48]",5,1
1648,"[17, 49]",4,1
1649,"[17, 50]",3,1
1650,"[17, 51]",1,17
1651,"[17, 52]",2,1
1652,"[17, 53]",3,1
1653,"[17, 54]",4,1
1654,"[17, 55]",3,1
1655,"[17, 56]",4,1
1656,"[17, 57]",4,1
1657,"[17, 58]",4,1
1658,"[17, 59]",3,1
1659,"[17, 60]",4,1
1660,"[17, 61]",5,1
1661,"[17, 62]",5,1
1662,"[17, 63]",5,1
1663,"[17, 64]",4,1
1664,"[17, 65]",5,1
1665,"[17, 66]",4,1
1666,"[17, 67]",3,1
1667,"[17, 68]",1,17
1668,"[17, 69]",2,1
1669,"[17, 70]",3,1
1670,"[17, 71]",4,1
1671,"[17, 72]",3,1
1672,"[17, 73]",4,1
1673,"[17, 74]",4,1
1674,"[17, 75]",4,1
1675,"[17, 76]",3,1
1676,"[17, 77]",4,1
1677,"[17, 78]",5,1
1678,"[17, 79]",5,1
1679,"[17, 80]",5,1
1680,"[17, 81]",4,1
1681,"[17, 82]",5,1
1682,"[17, 83]",4,1
1683,"[17, 84]",3,1
1684,"[17, 85]",1,17
1685,"[17, 86]",2,1
1686,"[17, 87]",3,1
1687,"[17, 88]",4,1
1688,"[17, 89]",3,1
1689,"[17, 90]",4,1
1690,"[17, 91]",4,1
1691,"[17, 92]",4,1
1692,"[17, 93]",3,1
1693,"[17, 94]",4,1
1694,"[17, 95]",5,1
1695,"[17, 96]",5,1
1696,"[17, 97]",5,1
1697,"[17, 98]",4,1
1698,"[17, 99]",5,1
1699,"[17, 100]",4,1
1700,"[18, 1]",1,1
1701,"[18, 2]",1,2
1702,"[18, 3]",1,3
1703,"[18, 4]",2,2
1704,"[18, 5]",4,1
1705,"[18, 6]",1,6
1706,"[18, 7]",4,1
1707,"[18, 8]",2,2
1708,"[18, 9]",1,9
1709,"[18, 10]",3,2
1710,"[18, 11]",5,1
1711,"[18, 12]",2,6
1712,"[18, 13]",5,1
1713,"[18, 14]",3,2
1714,"[18, 15]",2,3
1715,"[18, 16]",2,2
1716,"[18, 17]",2,1
1717,"[18, 18]",1,18
1718,"[18, 19]",2,1
1719,"[18, 20]",2,2
1720,"[18, 21]",2,3
1721,"[18, 22]",3,2
1722,"[18, 23]",5,1
1723,"[18, 24]",2,6
1724,"[18, 25]",5,1
1725,"[18, 26]",3,2
1726,"[18, 27]",2,9
1727,"[18, 28]",4,2
1728,"[18, 29]",6,1
1729,"[18, 30]",3,6
1730,"[18, 31]",6,1
1731,"[18, 32]",4,2
1732,"[18, 33]",3,3
1733,"[18, 34]",3,2
1734,"[18, 35]",3,1
1735,"[18, 36]",1,18
1736,"[18, 37]",2,1
1737,"[18, 38]",2,2
1738,"[18, 39]",2,3
1739,"[18, 40]",3,2
1740,"[18, 41]",5,1
1741,"[18, 42]",2,6
1742,"[18, 43]",5,1
1743,"[18, 44]",3,2
1744,"[18, 45]",2,9
1745,"[18, 46]",4,2
1746,"[18, 47]",6,1
1747,"[18, 48]",3,6
1748,"[18, 49]",6,1
1749,"[18, 50]",4,2
1750,"[18, 51]",3,3
1751,"[18, 52]",3,2
1752,"[18, 53]",3,1
1753,"[18, 54]",1,18
1754,"[18, 55]",2,1
1755,"[18, 56]",2,2
1756,"[18, 57]",2,3
1757,"[18, 58]",3,2
1758,"[18, 59]",5,1
1759,"[18, 60]",2,6
1760,"[18, 61]",5,1
1761,"[18, 62]",3,2
1762,"[18, 63]",2,9
1763,"[18, 64]",4,2
1764,"[18, 65]",6,1
1765,"[18, 66]",3,6
1766,"[18, 67]",6,1
1767,"[18, 68]",4,2
1768,"[18, 69]",3,3
1769,"[18, 70]",3,2
1770,"[18, 71]",3,1
1771,"[18, 72]",1,18
1772,"[18, 73]",2,1
1773,"[18, 74]",2,2
1774,"[18, 75]",2,3
1775,"[18, 76]",3,2
1776,"[18, 77]",5,1
1777,"[18, 78]",2,6
1778,"[18, 79]",5,1
1779,"[18, 80]",3,2
1780,"[18, 81]",2,9
1781,"[18, 82]",4,2
1782,"[18, 83]",6,1
1783,"[18, 84]",3,6
1784,"[18, 85]",6,1
1785,"[18, 86]",4,2
1786,"[18, 87]",3,3
1787,"[18, 88]",3,2
1788,"[18, 89]",3,1
1789,"[18, 90]",1,18
1790,"[18, 91]",2,1
1791,"[18, 92]",2,2
1792,"[18, 93]",2,3
1793,"[18, 94]",3,2
1794,"[18, 95]",5,1
1795,"[18, 96]",2,6
1796,"[18, 97]",5,1
1797,"[18, 98]",3,2
1798,"[18, 99]",2,9
1799,"[18, 100]",4,2
1800,"[19, 1]",1,1
1801,"[19, 2]",2,1
1802,"[19, 3]",2,1
1803,"[19, 4]",3,1
1804,"[19, 5]",3,1
1805,"[19, 6]",2,1
1806,"[19, 7]",4,1
1807,"[19, 8]",4,1
1808,"[19, 9]",2,1
1809,"[19, 10]",3,1
1810,"[19, 11]",5,1
1811,"[19, 12]",5,1
1812,"[19, 13]",3,1
1813,"[19, 14]",4,1
1814,"[19, 15]",4,1
1815,"[19, 16]",3,1
1816,"[19, 17]",3,1
1817,"[19, 18]",2,1
1818,"[19, 19]",1,19
1819,"[19, 20]",2,1
1820,"[19, 21]",3,1
1821,"[19, 22]",3,1
1822,"[19, 23]",4,1
1823,"[19, 24]",4,1
1824,"[19, 25]",3,1
1825,"[19, 26]",5,1
1826,"[19, 27]",5,1
1827,"[19, 28]",3,1
1828,"[19, 29]",4,1
1829,"[19, 30]",6,1
1830,"[19, 31]",6,1
1831,"[19, 32]",4,1
1832,"[19, 33]",5,1
1833,"[19, 34]",5,1
1834,"[19, 35]",4,1
1835,"[19, 36]",4,1
1836,"[19, 37]",3,1
1837,"[19, 38]",1,19
1838,"[19, 39]",2,1
1839,"[19, 40]",3,1
1840,"[19, 41]",3,1
1841,"[19, 42]",4,1
1842,"[19, 43]",4,1
1843,"[19, 44]",3,1
1844,"[19, 45]",5,1
1845,"[19, 46]",5,1
1846,"[19, 47]",3,1
1847,"[19, 48]",4,1
1848,"[19, 49]",6,1
1849,"[19, 50]",6,1
1850,"[19, 51]",4,1
1851,"[19, 52]",5,1
1852,"[19, 53]",5,1
1853,"[19, 54]",4,1
1854,"[19, 55]",4,1
1855,"[19, 56]",3,1
1856,"[19, 57]",1,19
1857,"[19, 58]",2,1
1858,"[19, 59]",3,1
1859,"[19, 60]",3,1
1860,"[19, 61]",4,1
1861,"[19, 62]",4,1
1862,"[19, 63]",3,1
1863,"[19, 64]",5,1
1864,"[19, 65]",5,1
1865,"[19, 66]",3,1
1866,"[19, 67]",4,1
1867,"[19, 68]",6,1
1868,"[19, 69]",6,1
1869,"[19, 70]",4,1
1870,"[19, 71]",5,1
1871,"[19, 72]",5,1
1872,"[19, 73]",4,1
1873,"[19, 74]",4,1
1874,"[19, 75]",3,1
1875,"[19, 76]",1,19
1876,"[19, 77]",2,1
1877,"[19, 78]",3,1
1878,"[19, 79]",3,1
1879,"[19, 80]",4,1
1880,"[19, 81]",4,1
1881,"[19, 82]",3,1
1882,"[19, 83]",5,1
1883,"[19, 84]",5,1
1884,"[19, 85]",3,1
1885,"[19, 86]",4,1
1886,"[19, 87]",6,1
1887,"[19, 88]",6,1
1888,"[19, 89]",4,1
1889,"[19, 90]",5,1
1890,"[19, 91]",5,1
1891,"[19, 92]",4,1
1892,"[19, 93]",4,1
1893,"[19, 94]",3,1
1894,"[19, 95]",1,19
1895,"[19, 96]",2,1
1896,"[19, 97]",3,1
1897,"[19, 98]",3,1
1898,"[19, 99]",4,1
1899,"[19, 100]",4,1
1900,"[20, 1]",1,1
1901,"[20, 2]",1,2
1902,"[20, 3]",3,1
1903,"[20, 4]",1,4
1904,"[20, 5]",1,5
1905,"[20, 6]",2,2
1906,"[20, 7]",3,1
1907,"[20, 8]",2,4
1908,"[20, 9]",3,1
1909,"[20, 10]",1,10
1910,"[20, 11]",4,1
1911,"[20, 12]",3,4
1912,"[20, 13]",4,1
1913,"[20, 14]",3,2
1914,"[20, 15]",2,5
1915,"[20, 16]",2,4
1916,"[20, 17]",4,1
1917,"[20, 18]",2,2
1918,"[20, 19]",2,1
1919,"[20, 20]",1,20
1920,"[20, 21]",2,1
1921,"[20, 22]",2,2
1922,"[20, 23]",4,1
1923,"[20, 24]",2,4
1924,"[20, 25]",2,5
1925,"[20, 26]",3,2
